loc_id,symbol,world_x,world_y,level,local_x,local_z,shape,angle,region_x,region_y
4735,short_grass_1,3154,3159,0,18,23,22,3,49,49
4737,short_grass_3,3155,3159,0,19,23,22,3,49,49
4738,short_grass_4,3156,3159,0,20,23,22,1,49,49
4738,short_grass_4,3157,3159,0,21,23,22,3,49,49
4738,short_grass_4,3158,3159,0,22,23,22,0,49,49
4735,short_grass_1,3159,3159,0,23,23,22,1,49,49
4735,short_grass_1,3160,3159,0,24,23,22,0,49,49
4735,short_grass_1,3162,3159,0,26,23,22,2,49,49
4737,short_grass_3,3163,3159,0,27,23,22,3,49,49
4738,short_grass_4,3164,3159,0,28,23,22,1,49,49
4738,short_grass_4,3165,3159,0,29,23,22,2,49,49
4737,short_grass_3,3166,3159,0,30,23,22,1,49,49
4735,short_grass_1,3167,3159,0,31,23,22,0,49,49
4735,short_grass_1,3169,3159,0,33,23,22,3,49,49
4736,short_grass_2,3170,3159,0,34,23,22,2,49,49
4737,short_grass_3,3171,3159,0,35,23,22,3,49,49
4738,short_grass_4,3172,3159,0,36,23,22,3,49,49
4737,short_grass_3,3173,3159,0,37,23,22,1,49,49
4735,short_grass_1,3174,3159,0,38,23,22,2,49,49
1257,grass_light_1,3178,3159,0,42,23,22,0,49,49
1258,grass_light_2,3180,3159,0,44,23,22,2,49,49
10791,boulder2,3183,3159,0,47,23,10,2,49,49
10793,boulder4,3185,3159,0,49,23,10,1,49,49
1257,grass_light_1,3190,3159,0,54,23,22,2,49,49
1257,grass_light_1,3191,3159,0,55,23,22,3,49,49
1258,grass_light_2,3192,3159,0,56,23,22,2,49,49
1259,grass_light_3,3193,3159,0,57,23,22,0,49,49
1258,grass_light_2,3194,3159,0,58,23,22,0,49,49
1258,grass_light_2,3195,3159,0,59,23,22,0,49,49
1259,grass_light_3,3196,3159,0,60,23,22,3,49,49
1258,grass_light_2,3197,3159,0,61,23,22,1,49,49
1257,grass_light_1,3198,3159,0,62,23,22,1,49,49
4737,short_grass_3,3200,3159,0,0,23,22,3,50,49
4738,short_grass_4,3201,3159,0,1,23,22,2,50,49
4738,short_grass_4,3202,3159,0,2,23,22,3,50,49
4737,short_grass_3,3203,3159,0,3,23,22,1,50,49
4735,short_grass_1,3204,3159,0,4,23,22,1,50,49
4735,short_grass_1,3205,3159,0,5,23,22,1,50,49
4735,short_grass_1,3206,3159,0,6,23,22,0,50,49
4737,short_grass_3,3207,3159,0,7,23,22,0,50,49
4737,short_grass_3,3208,3159,0,8,23,22,0,50,49
4735,short_grass_1,3209,3159,0,9,23,22,3,50,49
4735,short_grass_1,3210,3159,0,10,23,22,0,50,49
1253,grass_1,3229,3159,0,29,23,22,2,50,49
1253,grass_1,3230,3159,0,30,23,22,2,50,49
4738,short_grass_4,3231,3159,0,31,23,22,3,50,49
4735,short_grass_1,3232,3159,0,32,23,22,3,50,49
4735,short_grass_1,3233,3159,0,33,23,22,0,50,49
1162,bullrushes,3234,3159,0,34,23,10,1,50,49
4737,short_grass_3,3234,3159,0,34,23,22,3,50,49
4738,short_grass_4,3235,3159,0,35,23,22,0,50,49
4737,short_grass_3,3236,3159,0,36,23,22,1,50,49
4735,short_grass_1,3239,3159,0,39,23,22,3,50,49
4735,short_grass_1,3240,3159,0,40,23,22,3,50,49
4735,short_grass_1,3241,3159,0,41,23,22,1,50,49
3949,dugupsoil2_brownmud,3243,3159,0,43,23,22,1,50,49
674,net,3244,3159,0,44,23,11,0,50,49
16446,randomsound_coastal_ambience,3252,3159,0,52,23,22,0,50,49
320,dugupsoil2_light,3258,3159,0,58,23,22,2,50,49
320,dugupsoil2_light,3259,3159,0,59,23,22,1,50,49
1304,jungletree2_karamja,3261,3159,0,61,23,10,1,50,49
4735,short_grass_1,3146,3160,0,10,24,22,0,49,49
4735,short_grass_1,3147,3160,0,11,24,22,1,49,49
4736,short_grass_2,3148,3160,0,12,24,22,3,49,49
4737,short_grass_3,3149,3160,0,13,24,22,2,49,49
4736,short_grass_2,3150,3160,0,14,24,22,2,49,49
4735,short_grass_1,3151,3160,0,15,24,22,3,49,49
4736,short_grass_2,3152,3160,0,16,24,22,0,49,49
4736,short_grass_2,3153,3160,0,17,24,22,1,49,49
4735,short_grass_1,3154,3160,0,18,24,22,0,49,49
4737,short_grass_3,3155,3160,0,19,24,22,3,49,49
4738,short_grass_4,3156,3160,0,20,24,22,1,49,49
4738,short_grass_4,3157,3160,0,21,24,22,2,49,49
4736,short_grass_2,3158,3160,0,22,24,22,2,49,49
4735,short_grass_1,3159,3160,0,23,24,22,0,49,49
4735,short_grass_1,3160,3160,0,24,24,22,3,49,49
4735,short_grass_1,3162,3160,0,26,24,22,3,49,49
4736,short_grass_2,3163,3160,0,27,24,22,0,49,49
4737,short_grass_3,3164,3160,0,28,24,22,0,49,49
4737,short_grass_3,3165,3160,0,29,24,22,0,49,49
4736,short_grass_2,3166,3160,0,30,24,22,1,49,49
4735,short_grass_1,3167,3160,0,31,24,22,3,49,49
4735,short_grass_1,3169,3160,0,33,24,22,2,49,49
4735,short_grass_1,3170,3160,0,34,24,22,0,49,49
4736,short_grass_2,3171,3160,0,35,24,22,0,49,49
4737,short_grass_3,3172,3160,0,36,24,22,0,49,49
4736,short_grass_2,3173,3160,0,37,24,22,1,49,49
4735,short_grass_1,3174,3160,0,38,24,22,1,49,49
1257,grass_light_1,3176,3160,0,40,24,22,0,49,49
10793,boulder4,3178,3160,0,42,24,10,3,49,49
1257,grass_light_1,3179,3160,0,43,24,22,2,49,49
10790,boulder1,3180,3160,0,44,24,10,3,49,49
1257,grass_light_1,3191,3160,0,55,24,22,2,49,49
1257,grass_light_1,3192,3160,0,56,24,22,2,49,49
1258,grass_light_2,3193,3160,0,57,24,22,0,49,49
1257,grass_light_1,3194,3160,0,58,24,22,2,49,49
1259,grass_light_3,3195,3160,0,59,24,22,3,49,49
1258,grass_light_2,3196,3160,0,60,24,22,2,49,49
1257,grass_light_1,3198,3160,0,62,24,22,2,49,49
4735,short_grass_1,3200,3160,0,0,24,22,2,50,49
4737,short_grass_3,3201,3160,0,1,24,22,0,50,49
4737,short_grass_3,3202,3160,0,2,24,22,0,50,49
4737,short_grass_3,3203,3160,0,3,24,22,0,50,49
4735,short_grass_1,3204,3160,0,4,24,22,2,50,49
4735,short_grass_1,3205,3160,0,5,24,22,1,50,49
4735,short_grass_1,3206,3160,0,6,24,22,2,50,49
4735,short_grass_1,3207,3160,0,7,24,22,3,50,49
4735,short_grass_1,3208,3160,0,8,24,22,1,50,49
4735,short_grass_1,3209,3160,0,9,24,22,3,50,49
13840,templetrek_leaflessbush,3209,3160,0,9,24,10,3,50,49
4735,short_grass_1,3210,3160,0,10,24,22,1,50,49
1298,fern,3229,3160,0,29,24,10,3,50,49
1253,grass_1,3230,3160,0,30,24,22,2,50,49
1253,grass_1,3231,3160,0,31,24,22,1,50,49
1162,bullrushes,3232,3160,0,32,24,10,2,50,49
4735,short_grass_1,3233,3160,0,33,24,22,3,50,49
4735,short_grass_1,3234,3160,0,34,24,22,3,50,49
4737,short_grass_3,3235,3160,0,35,24,22,0,50,49
4735,short_grass_1,3236,3160,0,36,24,22,0,50,49
3949,dugupsoil2_brownmud,3238,3160,0,38,24,22,0,50,49
3949,dugupsoil2_brownmud,3239,3160,0,39,24,22,0,50,49
3949,dugupsoil2_brownmud,3240,3160,0,40,24,22,2,50,49
3949,dugupsoil2_brownmud,3241,3160,0,41,24,22,3,50,49
320,dugupsoil2_light,3258,3160,0,58,24,22,3,50,49
1304,jungletree2_karamja,3260,3160,0,60,24,10,0,50,49
4736,short_grass_2,3145,3161,0,9,25,22,3,49,49
4736,short_grass_2,3146,3161,0,10,25,22,2,49,49
4735,short_grass_1,3147,3161,0,11,25,22,0,49,49
4737,short_grass_3,3148,3161,0,12,25,22,3,49,49
4738,short_grass_4,3149,3161,0,13,25,22,1,49,49
4737,short_grass_3,3150,3161,0,14,25,22,1,49,49
4736,short_grass_2,3151,3161,0,15,25,22,3,49,49
4737,short_grass_3,3152,3161,0,16,25,22,2,49,49
4737,short_grass_3,3153,3161,0,17,25,22,2,49,49
4736,short_grass_2,3154,3161,0,18,25,22,2,49,49
4736,short_grass_2,3155,3161,0,19,25,22,0,49,49
4737,short_grass_3,3156,3161,0,20,25,22,2,49,49
4737,short_grass_3,3157,3161,0,21,25,22,2,49,49
4737,short_grass_3,3158,3161,0,22,25,22,2,49,49
4737,short_grass_3,3159,3161,0,23,25,22,2,49,49
4736,short_grass_2,3161,3161,0,25,25,22,1,49,49
4736,short_grass_2,3162,3161,0,26,25,22,0,49,49
4735,short_grass_1,3163,3161,0,27,25,22,0,49,49
4735,short_grass_1,3164,3161,0,28,25,22,2,49,49
4735,short_grass_1,3165,3161,0,29,25,22,1,49,49
4735,short_grass_1,3166,3161,0,30,25,22,2,49,49
1300,fern2,3167,3161,0,31,25,10,0,49,49
13840,templetrek_leaflessbush,3170,3161,0,34,25,10,3,49,49
4735,short_grass_1,3171,3161,0,35,25,22,2,49,49
4735,short_grass_1,3172,3161,0,36,25,22,3,49,49
4735,short_grass_1,3173,3161,0,37,25,22,0,49,49
1257,grass_light_1,3174,3161,0,38,25,22,1,49,49
1257,grass_light_1,3175,3161,0,39,25,22,1,49,49
21742,new_nastyfungus_dark,3175,3161,0,39,25,10,2,49,49
1258,grass_light_2,3176,3161,0,40,25,22,1,49,49
1257,grass_light_1,3177,3161,0,41,25,22,1,49,49
10793,boulder4,3182,3161,0,46,25,10,2,49,49
34795,runetemple_pillar_old1,3184,3161,0,48,25,10,0,49,49
34796,runetemple_pillar_old2,3186,3161,0,50,25,10,3,49,49
1365,deadtree2_swamp,3188,3161,0,52,25,10,1,49,49
34788,runetemple_standingstone_old,3189,3161,0,53,25,10,0,49,49
1257,grass_light_1,3192,3161,0,56,25,22,1,49,49
1257,grass_light_1,3193,3161,0,57,25,22,0,49,49
1257,grass_light_1,3194,3161,0,58,25,22,3,49,49
1258,grass_light_2,3195,3161,0,59,25,22,3,49,49
1257,grass_light_1,3196,3161,0,60,25,22,3,49,49
1257,grass_light_1,3197,3161,0,61,25,22,3,49,49
4735,short_grass_1,3201,3161,0,1,25,22,1,50,49
4735,short_grass_1,3202,3161,0,2,25,22,0,50,49
4735,short_grass_1,3203,3161,0,3,25,22,3,50,49
4735,short_grass_1,3204,3161,0,4,25,22,3,50,49
1300,fern2,3205,3161,0,5,25,10,3,50,49
4735,short_grass_1,3205,3161,0,5,25,22,2,50,49
4735,short_grass_1,3206,3161,0,6,25,22,0,50,49
4735,short_grass_1,3207,3161,0,7,25,22,1,50,49
16437,randomsound_exotic_birds,3208,3161,0,8,25,22,0,50,49
4735,short_grass_1,3209,3161,0,9,25,22,2,50,49
1300,fern2,3213,3161,0,13,25,10,2,50,49
1253,grass_1,3231,3161,0,31,25,22,1,50,49
1253,grass_1,3232,3161,0,32,25,22,1,50,49
4736,short_grass_2,3233,3161,0,33,25,22,3,50,49
4736,short_grass_2,3234,3161,0,34,25,22,2,50,49
4735,short_grass_1,3235,3161,0,35,25,22,3,50,49
1300,fern2,3236,3161,0,36,25,10,1,50,49
4735,short_grass_1,3237,3161,0,37,25,22,2,50,49
3949,dugupsoil2_brownmud,3239,3161,0,39,25,22,1,50,49
3948,dugupsoil1_brownmud,3240,3161,0,40,25,22,2,50,49
4735,short_grass_1,3242,3161,0,42,25,22,0,50,49
4735,short_grass_1,3243,3161,0,43,25,22,1,50,49
4735,short_grass_1,3244,3161,0,44,25,22,2,50,49
320,dugupsoil2_light,3257,3161,0,57,25,22,1,50,49
320,dugupsoil2_light,3258,3161,0,58,25,22,0,50,49
1304,jungletree2_karamja,3260,3161,0,60,25,10,3,50,49
1304,jungletree2_karamja,3261,3161,0,61,25,10,0,50,49
4736,short_grass_2,3145,3162,0,9,26,22,0,49,49
4736,short_grass_2,3146,3162,0,10,26,22,1,49,49
4735,short_grass_1,3147,3162,0,11,26,22,3,49,49
4737,short_grass_3,3148,3162,0,12,26,22,3,49,49
4738,short_grass_4,3149,3162,0,13,26,22,0,49,49
4737,short_grass_3,3150,3162,0,14,26,22,1,49,49
4737,short_grass_3,3151,3162,0,15,26,22,3,49,49
4738,short_grass_4,3152,3162,0,16,26,22,0,49,49
4738,short_grass_4,3153,3162,0,17,26,22,0,49,49
4737,short_grass_3,3154,3162,0,18,26,22,1,49,49
4737,short_grass_3,3155,3162,0,19,26,22,3,49,49
4738,short_grass_4,3156,3162,0,20,26,22,1,49,49
4738,short_grass_4,3157,3162,0,21,26,22,3,49,49
4738,short_grass_4,3158,3162,0,22,26,22,2,49,49
4737,short_grass_3,3159,3162,0,23,26,22,1,49,49
4736,short_grass_2,3161,3162,0,25,26,22,2,49,49
4736,short_grass_2,3162,3162,0,26,26,22,3,49,49
4735,short_grass_1,3164,3162,0,28,26,22,1,49,49
4735,short_grass_1,3165,3162,0,29,26,22,3,49,49
4735,short_grass_1,3166,3162,0,30,26,22,2,49,49
1257,grass_light_1,3173,3162,0,37,26,22,2,49,49
1257,grass_light_1,3174,3162,0,38,26,22,3,49,49
1257,grass_light_1,3175,3162,0,39,26,22,3,49,49
1257,grass_light_1,3176,3162,0,40,26,22,3,49,49
1257,grass_light_1,3177,3162,0,41,26,22,2,49,49
34788,runetemple_standingstone_old,3181,3162,0,45,26,10,3,49,49
1272,grass_1_swamp,3183,3162,0,47,26,22,1,49,49
1272,grass_1_swamp,3185,3162,0,49,26,22,3,49,49
1257,grass_light_1,3194,3162,0,58,26,22,1,49,49
1257,grass_light_1,3196,3162,0,60,26,22,1,49,49
4735,short_grass_1,3202,3162,0,2,26,22,3,50,49
4736,short_grass_2,3203,3162,0,3,26,22,3,50,49
4737,short_grass_3,3204,3162,0,4,26,22,2,50,49
4737,short_grass_3,3205,3162,0,5,26,22,2,50,49
4736,short_grass_2,3206,3162,0,6,26,22,2,50,49
4735,short_grass_1,3207,3162,0,7,26,22,2,50,49
1253,grass_1,3231,3162,0,31,26,22,1,50,49
1253,grass_1,3232,3162,0,32,26,22,0,50,49
4736,short_grass_2,3233,3162,0,33,26,22,0,50,49
4736,short_grass_2,3234,3162,0,34,26,22,1,50,49
4735,short_grass_1,3235,3162,0,35,26,22,1,50,49
4735,short_grass_1,3236,3162,0,36,26,22,1,50,49
4735,short_grass_1,3237,3162,0,37,26,22,2,50,49
4735,short_grass_1,3238,3162,0,38,26,22,2,50,49
3949,dugupsoil2_brownmud,3240,3162,0,40,26,22,1,50,49
4735,short_grass_1,3242,3162,0,42,26,22,3,50,49
4735,short_grass_1,3243,3162,0,43,26,22,2,50,49
4735,short_grass_1,3244,3162,0,44,26,22,2,50,49
1390,jungle2,3245,3162,0,45,26,10,2,50,49
320,dugupsoil2_light,3257,3162,0,57,26,22,2,50,49
320,dugupsoil2_light,3258,3162,0,58,26,22,3,50,49
1304,jungletree2_karamja,3259,3162,0,59,26,10,0,50,49
1304,jungletree2_karamja,3260,3162,0,60,26,10,2,50,49
4735,short_grass_1,3145,3163,0,9,27,22,1,49,49
4735,short_grass_1,3146,3163,0,10,27,22,2,49,49
4735,short_grass_1,3147,3163,0,11,27,22,2,49,49
4736,short_grass_2,3148,3163,0,12,27,22,0,49,49
4737,short_grass_3,3149,3163,0,13,27,22,0,49,49
4736,short_grass_2,3150,3163,0,14,27,22,1,49,49
4737,short_grass_3,3151,3163,0,15,27,22,3,49,49
4738,short_grass_4,3152,3163,0,16,27,22,0,49,49
4738,short_grass_4,3153,3163,0,17,27,22,0,49,49
4737,short_grass_3,3154,3163,0,18,27,22,1,49,49
4737,short_grass_3,3155,3163,0,19,27,22,3,49,49
4738,short_grass_4,3156,3163,0,20,27,22,3,49,49
4738,short_grass_4,3157,3163,0,21,27,22,2,49,49
4737,short_grass_3,3158,3163,0,22,27,22,1,49,49
4736,short_grass_2,3159,3163,0,23,27,22,1,49,49
1257,grass_light_1,3172,3163,0,36,27,22,0,49,49
1258,grass_light_2,3173,3163,0,37,27,22,1,49,49
1259,grass_light_3,3174,3163,0,38,27,22,1,49,49
1257,grass_light_1,3175,3163,0,39,27,22,0,49,49
1257,grass_light_1,3176,3163,0,40,27,22,3,49,49
1369,medplant_swamp,3179,3163,0,43,27,10,0,49,49
1272,grass_1_swamp,3182,3163,0,46,27,22,0,49,49
1272,grass_1_swamp,3183,3163,0,47,27,22,1,49,49
1273,grass_2_swamp,3184,3163,0,48,27,22,3,49,49
1273,grass_2_swamp,3185,3163,0,49,27,22,0,49,49
1275,grass_4_swamp,3186,3163,0,50,27,22,1,49,49
1365,deadtree2_swamp,3186,3163,0,50,27,10,2,49,49
1369,medplant_swamp,3187,3163,0,51,27,10,3,49,49
4735,short_grass_1,3201,3163,0,1,27,22,0,50,49
4735,short_grass_1,3202,3163,0,2,27,22,2,50,49
4737,short_grass_3,3203,3163,0,3,27,22,3,50,49
4738,short_grass_4,3204,3163,0,4,27,22,0,50,49
4738,short_grass_4,3205,3163,0,5,27,22,0,50,49
4737,short_grass_3,3206,3163,0,6,27,22,1,50,49
4735,short_grass_1,3207,3163,0,7,27,22,3,50,49
1300,fern2,3218,3163,0,18,27,10,3,50,49
1253,grass_1,3232,3163,0,32,27,22,0,50,49
1253,grass_1,3233,3163,0,33,27,22,0,50,49
1244,small_grass_stones,3234,3163,0,34,27,22,0,50,49
4735,short_grass_1,3235,3163,0,35,27,22,3,50,49
4737,short_grass_3,3236,3163,0,36,27,22,2,50,49
4735,short_grass_1,3237,3163,0,37,27,22,2,50,49
4735,short_grass_1,3238,3163,0,38,27,22,3,50,49
4735,short_grass_1,3241,3163,0,41,27,22,3,50,49
4735,short_grass_1,3242,3163,0,42,27,22,0,50,49
4735,short_grass_1,3243,3163,0,43,27,22,1,50,49
320,dugupsoil2_light,3256,3163,0,56,27,22,2,50,49
320,dugupsoil2_light,3258,3163,0,58,27,22,0,50,49
4736,short_grass_2,3144,3164,0,8,28,22,3,49,49
4737,short_grass_3,3145,3164,0,9,28,22,2,49,49
4736,short_grass_2,3146,3164,0,10,28,22,2,49,49
4735,short_grass_1,3147,3164,0,11,28,22,0,49,49
4735,short_grass_1,3148,3164,0,12,28,22,3,49,49
4735,short_grass_1,3149,3164,0,13,28,22,1,49,49
4735,short_grass_1,3150,3164,0,14,28,22,0,49,49
4736,short_grass_2,3151,3164,0,15,28,22,0,49,49
4737,short_grass_3,3152,3164,0,16,28,22,0,49,49
4737,short_grass_3,3153,3164,0,17,28,22,0,49,49
4736,short_grass_2,3154,3164,0,18,28,22,1,49,49
4736,short_grass_2,3155,3164,0,19,28,22,0,49,49
4737,short_grass_3,3156,3164,0,20,28,22,0,49,49
4737,short_grass_3,3157,3164,0,21,28,22,0,49,49
4736,short_grass_2,3158,3164,0,22,28,22,1,49,49
4735,short_grass_1,3159,3164,0,23,28,22,3,49,49
1257,grass_light_1,3165,3164,0,29,28,22,3,49,49
1257,grass_light_1,3166,3164,0,30,28,22,0,49,49
1257,grass_light_1,3167,3164,0,31,28,22,0,49,49
1257,grass_light_1,3168,3164,0,32,28,22,1,49,49
1257,grass_light_1,3171,3164,0,35,28,22,1,49,49
1257,grass_light_1,3172,3164,0,36,28,22,2,49,49
1257,grass_light_1,3173,3164,0,37,28,22,3,49,49
1257,grass_light_1,3174,3164,0,38,28,22,2,49,49
1257,grass_light_1,3175,3164,0,39,28,22,0,49,49
1275,grass_4_swamp,3182,3164,0,46,28,22,0,49,49
1273,grass_2_swamp,3183,3164,0,47,28,22,2,49,49
34815,watertemple_ruined,3184,3164,0,48,28,10,0,49,49
1272,grass_1_swamp,3187,3164,0,51,28,22,2,49,49
2382,swamp_digdugupsoil2,3190,3164,0,54,28,22,0,49,49
34799,runetemple_pillar_ol45,3190,3164,0,54,28,10,2,49,49
4735,short_grass_1,3201,3164,0,1,28,22,1,50,49
4735,short_grass_1,3202,3164,0,2,28,22,1,50,49
4736,short_grass_2,3203,3164,0,3,28,22,0,50,49
4737,short_grass_3,3204,3164,0,4,28,22,0,50,49
4737,short_grass_3,3205,3164,0,5,28,22,0,50,49
4736,short_grass_2,3206,3164,0,6,28,22,1,50,49
4735,short_grass_1,3207,3164,0,7,28,22,0,50,49
1298,fern,3214,3164,0,14,28,10,3,50,49
2383,swamp_digdugupsoil3,3217,3164,0,17,28,22,2,50,49
2382,swamp_digdugupsoil2,3218,3164,0,18,28,22,2,50,49
2383,swamp_digdugupsoil3,3219,3164,0,19,28,22,3,50,49
2382,swamp_digdugupsoil2,3220,3164,0,20,28,22,0,50,49
1298,fern,3228,3164,0,28,28,10,3,50,49
1253,grass_1,3232,3164,0,32,28,22,0,50,49
13840,templetrek_leaflessbush,3233,3164,0,33,28,10,3,50,49
4737,short_grass_3,3235,3164,0,35,28,22,3,50,49
4738,short_grass_4,3236,3164,0,36,28,22,3,50,49
4737,short_grass_3,3237,3164,0,37,28,22,1,50,49
3949,dugupsoil2_brownmud,3239,3164,0,39,28,22,3,50,49
4735,short_grass_1,3241,3164,0,41,28,22,0,50,49
4738,short_grass_4,3242,3164,0,42,28,22,2,50,49
4735,short_grass_1,3243,3164,0,43,28,22,0,50,49
321,dugupsoil3_light,3256,3164,0,56,28,22,1,50,49
1390,jungle2,3257,3164,0,57,28,11,1,50,49
320,dugupsoil2_light,3258,3164,0,58,28,22,1,50,49
1304,jungletree2_karamja,3259,3164,0,59,28,10,3,50,49
4737,short_grass_3,3144,3165,0,8,29,22,3,49,49
4738,short_grass_4,3145,3165,0,9,29,22,1,49,49
4737,short_grass_3,3146,3165,0,10,29,22,1,49,49
4735,short_grass_1,3147,3165,0,11,29,22,0,49,49
4736,short_grass_2,3148,3165,0,12,29,22,2,49,49
4736,short_grass_2,3149,3165,0,13,29,22,2,49,49
4735,short_grass_1,3150,3165,0,14,29,22,2,49,49
16438,randomsound_woodland_ambience,3151,3165,0,15,29,22,0,49,49
4736,short_grass_2,3152,3165,0,16,29,22,3,49,49
4736,short_grass_2,3153,3165,0,17,29,22,2,49,49
4735,short_grass_1,3154,3165,0,18,29,22,1,49,49
4735,short_grass_1,3155,3165,0,19,29,22,0,49,49
4735,short_grass_1,3156,3165,0,20,29,22,1,49,49
4735,short_grass_1,3157,3165,0,21,29,22,2,49,49
4735,short_grass_1,3158,3165,0,22,29,22,3,49,49
1299,fern1,3159,3165,0,23,29,10,2,49,49
1258,grass_light_2,3163,3165,0,27,29,22,0,49,49
1258,grass_light_2,3164,3165,0,28,29,22,3,49,49
1258,grass_light_2,3165,3165,0,29,29,22,2,49,49
1257,grass_light_1,3166,3165,0,30,29,22,2,49,49
1257,grass_light_1,3167,3165,0,31,29,22,0,49,49
1257,grass_light_1,3171,3165,0,35,29,22,0,49,49
1257,grass_light_1,3172,3165,0,36,29,22,3,49,49
1257,grass_light_1,3173,3165,0,37,29,22,2,49,49
1272,grass_1_swamp,3181,3165,0,45,29,22,3,49,49
1273,grass_2_swamp,3182,3165,0,46,29,22,3,49,49
1274,grass_3_swamp,3183,3165,0,47,29,22,0,49,49
1272,grass_1_swamp,3187,3165,0,51,29,22,1,49,49
1366,swamp_roots_1,3187,3165,0,51,29,10,3,49,49
1272,grass_1_swamp,3188,3165,0,52,29,22,0,49,49
2382,swamp_digdugupsoil2,3189,3165,0,53,29,22,1,49,49
2381,swamp_digdugupsoil1,3190,3165,0,54,29,22,3,49,49
1365,deadtree2_swamp,3191,3165,0,55,29,10,0,49,49
2382,swamp_digdugupsoil2,3191,3165,0,55,29,22,3,49,49
1365,deadtree2_swamp,3195,3165,0,59,29,10,2,49,49
4736,short_grass_2,3200,3165,0,0,29,22,3,50,49
4737,short_grass_3,3201,3165,0,1,29,22,2,50,49
4736,short_grass_2,3202,3165,0,2,29,22,2,50,49
4736,short_grass_2,3203,3165,0,3,29,22,3,50,49
4736,short_grass_2,3204,3165,0,4,29,22,2,50,49
4736,short_grass_2,3205,3165,0,5,29,22,3,50,49
4737,short_grass_3,3206,3165,0,6,29,22,2,50,49
4736,short_grass_2,3207,3165,0,7,29,22,2,50,49
2382,swamp_digdugupsoil2,3216,3165,0,16,29,22,0,50,49
2382,swamp_digdugupsoil2,3217,3165,0,17,29,22,1,50,49
1363,large_swamp_root,3218,3165,0,18,29,10,1,50,49
2382,swamp_digdugupsoil2,3220,3165,0,20,29,22,0,50,49
2382,swamp_digdugupsoil2,3221,3165,0,21,29,22,2,50,49
1363,large_swamp_root,3224,3165,0,24,29,10,0,50,49
1253,grass_1,3232,3165,0,32,29,22,3,50,49
4735,short_grass_1,3235,3165,0,35,29,22,1,50,49
4737,short_grass_3,3236,3165,0,36,29,22,0,50,49
3949,dugupsoil2_brownmud,3238,3165,0,38,29,22,2,50,49
4735,short_grass_1,3240,3165,0,40,29,22,3,50,49
4738,short_grass_4,3241,3165,0,41,29,22,2,50,49
4735,short_grass_1,3242,3165,0,42,29,22,0,50,49
4735,short_grass_1,3243,3165,0,43,29,22,0,50,49
320,dugupsoil2_light,3245,3165,0,45,29,22,1,50,49
320,dugupsoil2_light,3246,3165,0,46,29,22,3,50,49
320,dugupsoil2_light,3256,3165,0,56,29,22,3,50,49
320,dugupsoil2_light,3258,3165,0,58,29,22,2,50,49
4736,short_grass_2,3144,3166,0,8,30,22,0,49,49
4737,short_grass_3,3145,3166,0,9,30,22,0,49,49
4736,short_grass_2,3146,3166,0,10,30,22,1,49,49
4735,short_grass_1,3147,3166,0,11,30,22,2,49,49
4736,short_grass_2,3148,3166,0,12,30,22,0,49,49
4736,short_grass_2,3149,3166,0,13,30,22,1,49,49
4735,short_grass_1,3150,3166,0,14,30,22,1,49,49
4737,short_grass_3,3151,3166,0,15,30,22,2,49,49
4736,short_grass_2,3152,3166,0,16,30,22,0,49,49
4736,short_grass_2,3153,3166,0,17,30,22,1,49,49
4735,short_grass_1,3154,3166,0,18,30,22,2,49,49
4735,short_grass_1,3156,3166,0,20,30,22,1,49,49
4735,short_grass_1,3157,3166,0,21,30,22,2,49,49
1257,grass_light_1,3161,3166,0,25,30,22,2,49,49
1258,grass_light_2,3162,3166,0,26,30,22,0,49,49
1259,grass_light_3,3163,3166,0,27,30,22,2,49,49
1258,grass_light_2,3164,3166,0,28,30,22,2,49,49
1257,grass_light_1,3165,3166,0,29,30,22,3,49,49
1257,grass_light_1,3166,3166,0,30,30,22,1,49,49
1365,deadtree2_swamp,3180,3166,0,44,30,10,3,49,49
1272,grass_1_swamp,3181,3166,0,45,30,22,2,49,49
34796,runetemple_pillar_old2,3181,3166,0,45,30,10,1,49,49
1273,grass_2_swamp,3182,3166,0,46,30,22,2,49,49
1275,grass_4_swamp,3183,3166,0,47,30,22,0,49,49
1272,grass_1_swamp,3186,3166,0,50,30,22,0,49,49
1273,grass_2_swamp,3187,3166,0,51,30,22,1,49,49
34796,runetemple_pillar_old2,3189,3166,0,53,30,10,2,49,49
2382,swamp_digdugupsoil2,3190,3166,0,54,30,22,2,49,49
2382,swamp_digdugupsoil2,3191,3166,0,55,30,22,2,49,49
4737,short_grass_3,3200,3166,0,0,30,22,3,50,49
4738,short_grass_4,3201,3166,0,1,30,22,1,50,49
5534,short_grass_4_wall_edge,3202,3166,0,2,30,22,1,50,49
10372,farming_shed_wall,3202,3166,0,2,30,0,1,50,49
10366,farming_shed_roof,3202,3166,1,2,30,18,1,50,49
5533,short_grass_3_wall_edge,3203,3166,0,3,30,22,1,50,49
10373,farming_shed_wall_window,3203,3166,0,3,30,0,1,50,49
10366,farming_shed_roof,3203,3166,1,3,30,18,1,50,49
5533,short_grass_3_wall_edge,3204,3166,0,4,30,22,1,50,49
10372,farming_shed_wall,3204,3166,0,4,30,0,1,50,49
10366,farming_shed_roof,3204,3166,1,4,30,18,1,50,49
5534,short_grass_4_wall_edge,3205,3166,0,5,30,22,1,50,49
10372,farming_shed_wall,3205,3166,0,5,30,0,1,50,49
